1004

hql	jpql	1
('hql', 'more', 'jpql', '', '16886935', 'because hql is more or less superset of jpql it of course works also in hql\n')
('int', 'hash less', 'chars', '', '9354052', 'my original solution was naive - it didn t deal with the case when the int hash is less than 100 base 36 - meaning it would print less than 3 chars\n')
('int', 'less operations', 'chars', '', '914297', 'plain chars having unspecified signed-ness allows compilers to select whichever representation is more efficient for the target architecture on some architectures zero extends a one-byte value to the size of int requires less operations thus making plain chars unsigned while on others the instruction set makes sign-extending more natural and plain chars gets implements as signed\n')
('int', 'more', 'chars', '', '21816561', 'however im encountering an issue were if the int entered is more than 10 chars long the program will still say that the lenght is 10\n')
('chars', 'smaller version', 'int', 'memory', '8518758', 'now why chat to int works because every chars is represented as unicode in java so you can think of it as at backend chars is a smaller version of int\n')
('chars', 'less memory', 'int', 'memory', '2581597', 'the only reason i can think of is the objective-c designers micro-optimising storage because the chars will use less memory than the int\n')
('int', 'greater range', 'chars', 'usability', '2504224', 'that does leave one loophole though it s one that would generally be quite horrible that chars and short have the same range size_type is the same as unsigned short and int has a greater range than chars short\n')
('chars', 'more', 'int', '', '11352883', '100 strings of value x00 take 24 bytes per value too -- but notice that listofstrings is one chars shorter than listofintegers so the 1-byte string takes up 1 byte more than the int 0 and the same amount of space as the int 255\n')
('int', 'faster', 'chars', 'performance', '3486208', 'does a unique index on an int column perform faster than a chars 5\n')
('int', 'faster', 'chars', 'performance', '4499141', 'is a search through numbers int faster than chars in an mysql database\n')
('chars', 'smaller', 'int', 'memory', '10056318', 'the chars type is smaller than int and hence can represent less values than int can\n')
('int', 'smaller', 'chars', 'memory', '15116259', 'int values are smaller than chars strings you can fit much more per page than you can with nvarchar and mathematics are more easily done on int\n')
('int', 'version better', 'chars', '', '14442563', 'it seems that the const int version is better optimized than the and the even more surprising const chars version\n')
('chars', 'smaller', 'int', 'memory', '20505399', 'thus when you use it with objects of type chars which is smaller than int these values are automatically converted to int before the operation happens\n')
('chars', 'much more space', 'int', 'memory', '19207349', 'another thing is that chars 32 consumes much more space 32 bytes 256 bit where an int 10 only is 32 bit long\n')
('int', 'larger', 'chars', 'memory', '20500727', 'an int has larger capacity than a chars so the conversion is not guaranteed to work\n')
('int', 'greater', 'chars', '', '10336543', 'the rank of long long int is greater than the rank of long int which is greater than the rank of int which is greater than the rank of short int which is greater than the rank of signed chars\n')
('chars', 'less room', 'int', '', '337764', 'for lookup tables with a low volume of rows you can use a 3 chars code as the primary key as this takes less room than an int but the performance difference is negligible\n')
('int', 'much smaller', 'chars', 'memory', '5091110', 'however chars 36 and int 10 are far away from being equal because a int 10 is much smaller than chars 36\n')
('int', 'higher datatype', 'chars', '', '12213172', 'here int is higher datatype and chars is lower datatype.\n')
('chars', 'more', 'int', '', '25812393', 'chars and int could be the same size and chars is unsigned with a positive range more than int\n')
('int', 'less', 'chars', '', '11939554', 'if the int turns out to be 38 i need the version string to come out as 380 only one zero was added to the end of the int because i wanted a max of three chars and if the int is less than three chars zeroes will be added to make it three\n')
('int', 'more memory', 'chars', 'memory', '15178333', 'typically int take up more memory than chars so i will end up with a larger value than c after they are both incremented\n')
('chars', 'better', 'int', '', '7415619', 'imho a chars 1 code is better than an int for employee types\n')
('int', 'greater', 'chars', '', '8056133', 'the firs one is more common and works on all systems where the size of an int is greater than the size of a chars\n')
('chars', 'greater', 'int', '', '5093093', 'so for example the value of the chars 3 is 3 greater than the value of 0 so when you subtract these two values you get the int 3\n')
('chars', 'bigger size', 'int', 'memory', '7950760', 'i.e if we use int and chars then union will allocate space for chars which has the bigger size and the int too ll be stored in the same space overriding the last one\n')
('chars', 'more specific', 'int', '', '19261237', 'in java chars is a more specific type of int\n')
('int', 'generally faster', 'chars', 'performance', '2682753', 'it s going to be a performance memory trade-off anyway because writing one int is generally faster than three chars separately\n')
('int', 'less space', 'chars', 'memory', '5091110', 'this does not only mean that int consumes less space it also means that chars 36 has about 4 times more different keys\n')
('int', 'bigger', 'chars', 'memory', '3680692', 'in you are adding a chars to an int an int can be much bigger than a chars so it chooses the bigger data type int to be the result a.k.a\n')
('chars', 'faster', 'int', 'performance', '4798262', 'if i had to assume a 1 byte chars is compared faster than a 4-byte int\n')
